# ----------------------------------------
# wiki.ubc.ca
# Top Events
# 20140405-20140505
# ----------------------------------------

Event Label,Total Events,Unique Events,Event Value,Avg. Value
169906,1,1,0,0.00
16991,1,1,0,0.00
169914,1,1,0,0.00
169925,1,1,0,0.00
169926,1,1,0,0.00
169932,1,1,0,0.00
169936,1,1,0,0.00
1699370,1,1,0,0.00
16994,1,1,0,0.00
169945,1,1,0,0.00
169946,1,1,0,0.00
169956,1,1,0,0.00
1699570,1,1,0,0.00
169959,1,1,0,0.00
16996,1,1,0,0.00
169975,1,1,0,0.00
16998,1,1,0,0.00
169985,1,1,0,0.00
169995,1,1,0,0.00
17000,1,1,0,0.00
170006,1,1,0,0.00
1700061,1,1,0,0.00
170014,1,1,0,0.00
170018,1,1,0,0.00
170021,1,1,0,0.00
170025,1,1,0,0.00
170029,1,1,0,0.00
17003,1,1,0,0.00
170039,1,1,0,0.00
170040,1,1,0,0.00
17005,1,1,0,0.00
170056,1,1,0,0.00
170073,1,1,0,0.00
170074,1,1,0,0.00
170077,1,1,0,0.00
170085,1,1,0,0.00
17009,1,1,0,0.00
170095,1,1,0,0.00
170098,1,1,0,0.00
17010,1,1,0,0.00
170101,1,1,0,0.00
17011,1,1,0,0.00
170110,1,1,0,0.00
170127,1,1,0,0.00
170128,1,1,0,0.00
170145,1,1,0,0.00
170147,1,1,0,0.00
170148,1,1,0,0.00
170153,1,1,0,0.00
170156,1,1,0,0.00
17016,1,1,0,0.00
170161,1,1,0,0.00
1701693,1,1,0,0.00
170183,1,1,0,0.00
170188,1,1,0,0.00
17019,1,1,0,0.00
170192,1,1,0,0.00
170197,1,1,0,0.00
170199,1,1,0,0.00
1702,1,1,0,0.00
170206,1,1,0,0.00
170208,1,1,0,0.00
170209,1,1,0,0.00
1702094,1,1,0,0.00
17021,1,1,0,0.00
170214,1,1,0,0.00
17022,1,1,0,0.00
170233,1,1,0,0.00
170236,1,1,0,0.00
17024,1,1,0,0.00
170241,1,1,0,0.00
170248,1,1,0,0.00
17025,1,1,0,0.00
170255,1,1,0,0.00
170259,1,1,0,0.00
17026,1,1,0,0.00
170261,1,1,0,0.00
170263,1,1,0,0.00
170285,1,1,0,0.00
170290,1,1,0,0.00
1702903,1,1,0,0.00
170295,1,1,0,0.00
170297,1,1,0,0.00
170298,1,1,0,0.00
1703,1,1,0,0.00
170313,1,1,0,0.00
17032,1,1,0,0.00
170325,1,1,0,0.00
170331,1,1,0,0.00
1703326,1,1,0,0.00
170333,1,1,0,0.00
170334,1,1,0,0.00
170335,1,1,0,0.00
170337,1,1,0,0.00
17034,1,1,0,0.00
170350,1,1,0,0.00
170353,1,1,0,0.00
170359,1,1,0,0.00
170367,1,1,0,0.00
170373,1,1,0,0.00
170375,1,1,0,0.00
170376,1,1,0,0.00
170383,1,1,0,0.00
17038611,1,1,0,0.00
17039,1,1,0,0.00
170390,1,1,0,0.00
170391,1,1,0,0.00
17040,1,1,0,0.00
170416,1,1,0,0.00
170419,1,1,0,0.00
17042,1,1,0,0.00
1704241,1,1,0,0.00
170430,1,1,0,0.00
170433,1,1,0,0.00
170438,1,1,0,0.00
17044,1,1,0,0.00
170443,1,1,0,0.00
170447,1,1,0,0.00
170453,1,1,0,0.00
17046,1,1,0,0.00
170462,1,1,0,0.00
170465,1,1,0,0.00
170473,1,1,0,0.00
170474,1,1,0,0.00
1704781,1,1,0,0.00
170487,1,1,0,0.00
170492,1,1,0,0.00
170493,1,1,0,0.00
17050,1,1,0,0.00
170502,1,1,0,0.00
170503,1,1,0,0.00
170513,1,1,0,0.00
170517,1,1,0,0.00
1705172,1,1,0,0.00
170522,1,1,0,0.00
17053,1,1,0,0.00
170532,1,1,0,0.00
1705362,1,1,0,0.00
17054,1,1,0,0.00
170541,1,1,0,0.00
170542,1,1,0,0.00
170543,1,1,0,0.00
17055,1,1,0,0.00
17056,1,1,0,0.00
170560,1,1,0,0.00
170566,1,1,0,0.00
17057,1,1,0,0.00
17058,1,1,0,0.00
170583,1,1,0,0.00
170587,1,1,0,0.00
1705884,1,1,0,0.00
17059,1,1,0,0.00
170593,1,1,0,0.00
170594,1,1,0,0.00
1706,1,1,0,0.00
1706034,1,1,0,0.00
170617,1,1,0,0.00
17062,1,1,0,0.00
170622,1,1,0,0.00
17063,1,1,0,0.00
170635,1,1,0,0.00
170648,1,1,0,0.00
17065,1,1,0,0.00
170655,1,1,0,0.00
170657,1,1,0,0.00
17066,1,1,0,0.00
170661,1,1,0,0.00
170667,1,1,0,0.00
170672,1,1,0,0.00
170685,1,1,0,0.00
170692,1,1,0,0.00
170698,1,1,0,0.00
1707,1,1,0,0.00
17070,1,1,0,0.00
170704,1,1,0,0.00
170710,1,1,0,0.00
170715,1,1,0,0.00
1707185,1,1,0,0.00
17072,1,1,0,0.00
170722,1,1,0,0.00
1707318,1,1,0,0.00
170740,1,1,0,0.00
170751,1,1,0,0.00
170759,1,1,0,0.00
170763,1,1,0,0.00
170767,1,1,0,0.00
17078,1,1,0,0.00
1707809,1,1,0,0.00
170786,1,1,0,0.00
170793,1,1,0,0.00
1707984,1,1,0,0.00
1708,1,1,0,0.00
17080,1,1,0,0.00
170803,1,1,0,0.00
170804,1,1,0,0.00
170805,1,1,0,0.00
17081,1,1,0,0.00
170810,1,1,0,0.00
170817,1,1,0,0.00
170819,1,1,0,0.00
170830,1,1,0,0.00
170837,1,1,0,0.00
170838,1,1,0,0.00
17086,1,1,0,0.00
170860,1,1,0,0.00
170872,1,1,0,0.00
170875,1,1,0,0.00
170883,1,1,0,0.00
170886,1,1,0,0.00
170892,1,1,0,0.00
170901,1,1,0,0.00
170902,1,1,0,0.00
170905,1,1,0,0.00
17091,1,1,0,0.00
170912,1,1,0,0.00
170937,1,1,0,0.00
1709387,1,1,0,0.00
1709451,1,1,0,0.00
170946,1,1,0,0.00
170956,1,1,0,0.00
1709564,1,1,0,0.00
170959,1,1,0,0.00
17096,1,1,0,0.00
170967,1,1,0,0.00
170973,1,1,0,0.00
17099,1,1,0,0.00
17100,1,1,0,0.00
171007,1,1,0,0.00
171009,1,1,0,0.00
17102,1,1,0,0.00
171025,1,1,0,0.00
17104,1,1,0,0.00
171040,1,1,0,0.00
171046,1,1,0,0.00
171054,1,1,0,0.00
1710601,1,1,0,0.00
171069,1,1,0,0.00
17107,1,1,0,0.00
171072,1,1,0,0.00
1710791,1,1,0,0.00
171088,1,1,0,0.00
171090,1,1,0,0.00
1711,1,1,0,0.00
17110,1,1,0,0.00
171107,1,1,0,0.00
171109,1,1,0,0.00
17111,1,1,0,0.00
17112,1,1,0,0.00
1711223,1,1,0,0.00
1711244,1,1,0,0.00
171128,1,1,0,0.00
17113,1,1,0,0.00
171133,1,1,0,0.00
171142,1,1,0,0.00
171149,1,1,0,0.00
171164,1,1,0,0.00
171170,1,1,0,0.00
171173,1,1,0,0.00
171189,1,1,0,0.00
17119,1,1,0,0.00
171193,1,1,0,0.00
1712,1,1,0,0.00
17120,1,1,0,0.00
171204,1,1,0,0.00
17121,1,1,0,0.00
171210,1,1,0,0.00
171216,1,1,0,0.00
171219,1,1,0,0.00
17122,1,1,0,0.00
171224,1,1,0,0.00
171227,1,1,0,0.00
171236,1,1,0,0.00
171237,1,1,0,0.00
171241,1,1,0,0.00
171245,1,1,0,0.00
171252,1,1,0,0.00
171257,1,1,0,0.00
171262,1,1,0,0.00
171267,1,1,0,0.00
171279,1,1,0,0.00
17129,1,1,0,0.00
171290,1,1,0,0.00
171299,1,1,0,0.00
1713,1,1,0,0.00
171300,1,1,0,0.00
171309,1,1,0,0.00
171334,1,1,0,0.00
171338,1,1,0,0.00
17134,1,1,0,0.00
171366,1,1,0,0.00
1713698,1,1,0,0.00
171372,1,1,0,0.00
17138,1,1,0,0.00
171398,1,1,0,0.00
1714,1,1,0,0.00
171407,1,1,0,0.00
17141,1,1,0,0.00
171418,1,1,0,0.00
1714287,1,1,0,0.00
17143500,1,1,0,0.00
171436,1,1,0,0.00
171442,1,1,0,0.00
171451,1,1,0,0.00
1714612,1,1,0,0.00
171463,1,1,0,0.00
171466,1,1,0,0.00
17147,1,1,0,0.00
171472,1,1,0,0.00
1714765,1,1,0,0.00
171483,1,1,0,0.00
171484,1,1,0,0.00
171485,1,1,0,0.00
171489,1,1,0,0.00
171491,1,1,0,0.00
1715,1,1,0,0.00
171500,1,1,0,0.00
171507,1,1,0,0.00
171514,1,1,0,0.00
171518,1,1,0,0.00
171521,1,1,0,0.00
17153,1,1,0,0.00
171536,1,1,0,0.00
171539,1,1,0,0.00
171542,1,1,0,0.00
171543,1,1,0,0.00
171545,1,1,0,0.00
17155,1,1,0,0.00
171555,1,1,0,0.00
171560,1,1,0,0.00
171563,1,1,0,0.00
171568,1,1,0,0.00
171575,1,1,0,0.00
17158,1,1,0,0.00
171583,1,1,0,0.00
171586,1,1,0,0.00
171594,1,1,0,0.00
171595,1,1,0,0.00
171596,1,1,0,0.00
171599,1,1,0,0.00
1716,1,1,0,0.00
171607,1,1,0,0.00
171610,1,1,0,0.00
171619,1,1,0,0.00
17163,1,1,0,0.00
171635,1,1,0,0.00
171638,1,1,0,0.00
17165,1,1,0,0.00
171650,1,1,0,0.00
171652,1,1,0,0.00
171658,1,1,0,0.00
17166,1,1,0,0.00
171661,1,1,0,0.00
1716620,1,1,0,0.00
171666,1,1,0,0.00
171670,1,1,0,0.00
1716720,1,1,0,0.00
17168,1,1,0,0.00
171695,1,1,0,0.00
171696,1,1,0,0.00
171703,1,1,0,0.00
171704,1,1,0,0.00
171712,1,1,0,0.00
171714,1,1,0,0.00
171716,1,1,0,0.00
171718,1,1,0,0.00
171726,1,1,0,0.00
171727,1,1,0,0.00
171744,1,1,0,0.00
171745,1,1,0,0.00
171747,1,1,0,0.00
17176,1,1,0,0.00
171761,1,1,0,0.00
171762,1,1,0,0.00
171763,1,1,0,0.00
171774,1,1,0,0.00
17179,1,1,0,0.00
171807,1,1,0,0.00
17181,1,1,0,0.00
1718122,1,1,0,0.00
171818,1,1,0,0.00
17182,1,1,0,0.00
171822,1,1,0,0.00
17183,1,1,0,0.00
171835,1,1,0,0.00
171838,1,1,0,0.00
17184,1,1,0,0.00
1718518,1,1,0,0.00
171853,1,1,0,0.00
171870,1,1,0,0.00
1718749,1,1,0,0.00
1718797,1,1,0,0.00
17188,1,1,0,0.00
171882,1,1,0,0.00
171891,1,1,0,0.00
171900,1,1,0,0.00
17191,1,1,0,0.00
171911,1,1,0,0.00
171922,1,1,0,0.00
1719232,1,1,0,0.00
171924,1,1,0,0.00
17193,1,1,0,0.00
171941,1,1,0,0.00
171945,1,1,0,0.00
171951,1,1,0,0.00
171954,1,1,0,0.00
171967,1,1,0,0.00
171968,1,1,0,0.00
1719681,1,1,0,0.00
17197,1,1,0,0.00
171973,1,1,0,0.00
171974,1,1,0,0.00
171975,1,1,0,0.00
1719751,1,1,0,0.00
171976,1,1,0,0.00
171979,1,1,0,0.00
171984,1,1,0,0.00
171989,1,1,0,0.00
17199,1,1,0,0.00
171991,1,1,0,0.00
17200,1,1,0,0.00
172009,1,1,0,0.00
172018,1,1,0,0.00
172021,1,1,0,0.00
172038,1,1,0,0.00
172039,1,1,0,0.00
17204,1,1,0,0.00
172046,1,1,0,0.00
17205,1,1,0,0.00
172058,1,1,0,0.00
172059,1,1,0,0.00
17206,1,1,0,0.00
1720652,1,1,0,0.00
172068,1,1,0,0.00
172080,1,1,0,0.00
172088,1,1,0,0.00
17209,1,1,0,0.00
172093,1,1,0,0.00
172095,1,1,0,0.00
172098,1,1,0,0.00
1721,1,1,0,0.00
172106,1,1,0,0.00
172109,1,1,0,0.00
17211,1,1,0,0.00
172115,1,1,0,0.00
17213,1,1,0,0.00
172133,1,1,0,0.00
172139,1,1,0,0.00
17214,1,1,0,0.00
172140,1,1,0,0.00
1721460,1,1,0,0.00
172161,1,1,0,0.00
1721617,1,1,0,0.00
172162,1,1,0,0.00
172164,1,1,0,0.00
172167,1,1,0,0.00
17217,1,1,0,0.00
1721759,1,1,0,0.00
172187,1,1,0,0.00
172192,1,1,0,0.00
172194,1,1,0,0.00
172196,1,1,0,0.00
1722,1,1,0,0.00
17220,1,1,0,0.00
172203,1,1,0,0.00
172211,1,1,0,0.00
172212,1,1,0,0.00
172214,1,1,0,0.00
17222,1,1,0,0.00
172226,1,1,0,0.00
17223,1,1,0,0.00
172250,1,1,0,0.00
172257,1,1,0,0.00
172258,1,1,0,0.00
172266,1,1,0,0.00
172268,1,1,0,0.00
17229,1,1,0,0.00
172294,1,1,0,0.00
172296,1,1,0,0.00
172297,1,1,0,0.00
172302,1,1,0,0.00
172309,1,1,0,0.00
172310,1,1,0,0.00
1723138,1,1,0,0.00
172315,1,1,0,0.00
1723162,1,1,0,0.00
172318,1,1,0,0.00
17232,1,1,0,0.00
172333,1,1,0,0.00
172344,1,1,0,0.00
172356,1,1,0,0.00
172357,1,1,0,0.00
1723649,1,1,0,0.00
172366,1,1,0,0.00
172367,1,1,0,0.00
172371,1,1,0,0.00
172374,1,1,0,0.00
17238,1,1,0,0.00
172382,1,1,0,0.00
172383,1,1,0,0.00
17239,1,1,0,0.00
172392,1,1,0,0.00
1724,1,1,0,0.00
17241,1,1,0,0.00
172416,1,1,0,0.00
172418,1,1,0,0.00
17242,1,1,0,0.00
17243,1,1,0,0.00
172431,1,1,0,0.00
172444,1,1,0,0.00
172447,1,1,0,0.00
172448,1,1,0,0.00
172449,1,1,0,0.00
172454,1,1,0,0.00
172459,1,1,0,0.00
17246,1,1,0,0.00
172464,1,1,0,0.00
172467,1,1,0,0.00
172472,1,1,0,0.00
1724730,1,1,0,0.00
172483,1,1,0,0.00
172485,1,1,0,0.00
172490,1,1,0,0.00
172493,1,1,0,0.00
172504,1,1,0,0.00
172508,1,1,0,0.00
172509,1,1,0,0.00
17251,1,1,0,0.00
172513,1,1,0,0.00
17253,1,1,0,0.00
172553,1,1,0,0.00
172560,1,1,0,0.00
1725713,1,1,0,0.00
172576,1,1,0,0.00
172578,1,1,0,0.00
172582,1,1,0,0.00
172588,1,1,0,0.00
17259,1,1,0,0.00
172591,1,1,0,0.00
172599,1,1,0,0.00
172602,1,1,0,0.00
172603,1,1,0,0.00
172604,1,1,0,0.00
1726060,1,1,0,0.00
172607,1,1,0,0.00
172613,1,1,0,0.00
1726198,1,1,0,0.00
172624,1,1,0,0.00
17262963,1,1,0,0.00
172630,1,1,0,0.00
172637,1,1,0,0.00
17264,1,1,0,0.00
172643,1,1,0,0.00
172644,1,1,0,0.00
1726452,1,1,0,0.00
1726455,1,1,0,0.00
172648,1,1,0,0.00
172653,1,1,0,0.00
172655,1,1,0,0.00
172656,1,1,0,0.00
172666,1,1,0,0.00
17267,1,1,0,0.00
172676,1,1,0,0.00
172681,1,1,0,0.00
172698,1,1,0,0.00
17270,1,1,0,0.00
172705,1,1,0,0.00
172706,1,1,0,0.00
17271,1,1,0,0.00
172713,1,1,0,0.00
172721,1,1,0,0.00
172724,1,1,0,0.00
172736,1,1,0,0.00
1727402,1,1,0,0.00
172749,1,1,0,0.00
172750,1,1,0,0.00
172751,1,1,0,0.00
172758,1,1,0,0.00
172762,1,1,0,0.00
172764,1,1,0,0.00
17277,1,1,0,0.00
1727714,1,1,0,0.00
172775,1,1,0,0.00
172776,1,1,0,0.00
17278,1,1,0,0.00
172784,1,1,0,0.00
172785,1,1,0,0.00
172791,1,1,0,0.00
172792,1,1,0,0.00
172794,1,1,0,0.00
172796,1,1,0,0.00
17280,1,1,0,0.00
172801,1,1,0,0.00
1728012,1,1,0,0.00
172822,1,1,0,0.00
172823,1,1,0,0.00
172842,1,1,0,0.00
172846,1,1,0,0.00
17285,1,1,0,0.00
1728503,1,1,0,0.00
1728668,1,1,0,0.00
172870,1,1,0,0.00
17288,1,1,0,0.00
172885,1,1,0,0.00
17289,1,1,0,0.00
172892,1,1,0,0.00
17290,1,1,0,0.00
172902,1,1,0,0.00
1729024,1,1,0,0.00
172903,1,1,0,0.00
172906,1,1,0,0.00
172909,1,1,0,0.00
172910,1,1,0,0.00
172916,1,1,0,0.00
172917,1,1,0,0.00
17292,1,1,0,0.00
17293,1,1,0,0.00
172936,1,1,0,0.00
17294,1,1,0,0.00
17295,1,1,0,0.00
17296,1,1,0,0.00
172969,1,1,0,0.00
17298,1,1,0,0.00
172982,1,1,0,0.00
172988,1,1,0,0.00
172995,1,1,0,0.00
172997,1,1,0,0.00
173002,1,1,0,0.00
1730065,1,1,0,0.00
17301,1,1,0,0.00
173015,1,1,0,0.00
173019,1,1,0,0.00
173023,1,1,0,0.00
173024,1,1,0,0.00
173025,1,1,0,0.00
173031,1,1,0,0.00
173037,1,1,0,0.00
173043,1,1,0,0.00
173049,1,1,0,0.00
173053,1,1,0,0.00
173058,1,1,0,0.00
173066,1,1,0,0.00
173067,1,1,0,0.00
173068,1,1,0,0.00
